номер_операции,код_месторождения,наименование_месторождения,номер_скважины,дата_начала,дата_окончания,глубина_план_м,глубина_факт_м,длительность_дней,код_статьи,план_тыс_тнг,факт_тыс_тнг,отклонение_тыс_тнг,год,месяц,квартал,отклонение_пцт,наименование_статьи
ОП-2019-001014,МСТ-001,Инкай,СКВ-01014,2019-02-23,2019-03-07,520.2,564.0,12,ЗТР-05,966.1,1119.98,153.88,2019,2,Q1,15.9,Амортизация оборудования
ОП-2019-001017,МСТ-001,Инкай,СКВ-01017,2019-02-23,2019-03-18,866.4,797.0,23,ЗТР-07,1052.83,1228.14,175.31,2019,2,Q1,16.7,Электроэнергия
ОП-2019-001017,МСТ-001,Инкай,СКВ-01017,2019-02-23,2019-03-18,866.4,797.0,23,ЗТР-08,553.85,645.81,91.96,2019,2,Q1,16.6,Охрана труда и ТБ
ОП-2019-001085,МСТ-012,Заречное,СКВ-01085,2019-02-24,2019-03-03,437.5,416.3,7,ЗТР-03,1722.88,1991.55,268.67,2019,2,Q1,15.6,Материалы и запчасти
ОП-2019-001040,МСТ-004,Южный Инкай,СКВ-01040,2019-02-25,2019-03-07,520.0,553.9,10,ЗТР-08,660.32,759.8,99.48,2019,2,Q1,15.1,Охрана труда и ТБ
ОП-2019-001073,МСТ-008,Уванас,СКВ-01073,2019-02-27,2019-03-23,797.8,780.4,24,ЗТР-03,2275.85,2636.09,360.24,2019,2,Q1,15.8,Материалы и запчасти
ОП-2019-001025,МСТ-002,Буденовское,СКВ-01025,2019-02-27,2019-03-08,440.2,409.2,9,ЗТР-05,805.23,935.09,129.86,2019,2,Q1,16.1,Амортизация оборудования
ОП-2019-001078,МСТ-009,Ирколь,СКВ-01078,2019-02-28,2019-03-09,529.6,509.1,9,ЗТР-03,1872.86,2189.5,316.64,2019,2,Q1,16.9,Материалы и запчасти
ОП-2019-001078,МСТ-009,Ирколь,СКВ-01078,2019-02-28,2019-03-09,529.6,509.1,9,ЗТР-02,2844.64,3295.65,451.01,2019,2,Q1,15.9,Заработная плата
ОП-2019-001114,МСТ-004,Южный Инкай,СКВ-01114,2019-03-01,2019-03-19,905.3,858.3,18,ЗТР-07,1585.29,1831.76,246.47,2019,3,Q1,15.5,Электроэнергия
ОП-2019-001112,МСТ-003,Акдала,СКВ-01112,2019-03-02,2019-03-21,797.8,766.7,19,ЗТР-02,5060.11,5895.15,835.04,2019,3,Q1,16.5,Заработная плата
ОП-2019-001092,МСТ-001,Инкай,СКВ-01092,2019-03-03,2019-03-26,836.2,850.6,23,ЗТР-03,4017.69,4724.53,706.84,2019,3,Q1,17.6,Материалы и запчасти
ОП-2019-001149,МСТ-008,Уванас,СКВ-01149,2019-03-05,2019-03-16,515.0,487.8,11,ЗТР-06,675.57,785.94,110.37,2019,3,Q1,16.3,Подрядные работы
ОП-2019-001106,МСТ-003,Акдала,СКВ-01106,2019-03-06,2019-03-17,400.8,429.2,11,ЗТР-09,329.74,387.46,57.72,2019,3,Q1,17.5,Прочие расходы
ОП-2019-001109,МСТ-003,Акдала,СКВ-01109,2019-03-06,2019-03-27,839.3,890.5,21,ЗТР-02,4714.81,5518.11,803.3,2019,3,Q1,17.0,Заработная плата
ОП-2019-001146,МСТ-008,Уванас,СКВ-01146,2019-03-06,2019-03-23,695.0,657.6,17,ЗТР-07,703.49,817.92,114.43,2019,3,Q1,16.3,Электроэнергия
ОП-2019-001138,МСТ-006,Мынкудук,СКВ-01138,2019-03-06,2019-03-19,505.9,546.1,13,ЗТР-09,258.39,298.55,40.16,2019,3,Q1,15.5,Прочие расходы
ОП-2019-001143,МСТ-007,Канжуган,СКВ-01143,2019-03-06,2019-03-18,378.0,366.3,12,ЗТР-01,1157.86,1333.87,176.01,2019,3,Q1,15.2,ГСМ и топливо
ОП-2019-001095,МСТ-001,Инкай,СКВ-01095,2019-03-07,2019-03-15,403.6,442.6,8,ЗТР-01,2662.87,3091.71,428.84,2019,3,Q1,16.1,ГСМ и топливо
ОП-2019-001099,МСТ-002,Буденовское,СКВ-01099,2019-03-08,2019-03-12,242.2,264.0,4,ЗТР-07,535.54,627.09,91.55,2019,3,Q1,17.1,Электроэнергия
ОП-2019-001147,МСТ-008,Уванас,СКВ-01147,2019-03-09,2019-03-23,757.9,766.5,14,ЗТР-09,267.37,309.89,42.52,2019,3,Q1,15.9,Прочие расходы
ОП-2019-001147,МСТ-008,Уванас,СКВ-01147,2019-03-09,2019-03-23,757.9,766.5,14,ЗТР-08,726.82,851.38,124.56,2019,3,Q1,17.1,Охрана труда и ТБ
ОП-2019-001147,МСТ-008,Уванас,СКВ-01147,2019-03-09,2019-03-23,757.9,766.5,14,ЗТР-07,628.58,737.19,108.61,2019,3,Q1,17.3,Электроэнергия
ОП-2019-001135,МСТ-006,Мынкудук,СКВ-01135,2019-03-09,2019-03-27,594.2,599.2,18,ЗТР-03,755.06,884.33,129.27,2019,3,Q1,17.1,Материалы и запчасти
ОП-2019-001100,МСТ-002,Буденовское,СКВ-01100,2019-03-09,2019-03-14,239.1,229.8,5,ЗТР-06,1126.62,1313.54,186.92,2019,3,Q1,16.6,Подрядные работы
ОП-2019-001157,МСТ-011,Северный Харасан,СКВ-01157,2019-03-10,2019-03-17,298.0,325.7,7,ЗТР-03,1496.31,1743.25,246.94,2019,3,Q1,16.5,Материалы и запчасти
ОП-2019-001105,МСТ-003,Акдала,СКВ-01105,2019-03-10,2019-04-04,908.5,849.1,25,ЗТР-07,1264.16,1463.59,199.43,2019,3,Q1,15.8,Электроэнергия
ОП-2019-001105,МСТ-003,Акдала,СКВ-01105,2019-03-10,2019-04-04,908.5,849.1,25,ЗТР-08,880.76,1026.95,146.19,2019,3,Q1,16.6,Охрана труда и ТБ
ОП-2019-001141,МСТ-007,Канжуган,СКВ-01141,2019-03-11,2019-03-16,303.1,282.8,5,ЗТР-06,1194.62,1379.42,184.8,2019,3,Q1,15.5,Подрядные работы
ОП-2019-001159,МСТ-011,Северный Харасан,СКВ-01159,2019-03-13,2019-03-21,319.9,311.4,8,ЗТР-09,161.9,188.0,26.1,2019,3,Q1,16.1,Прочие расходы
ОП-2019-001122,МСТ-005,Харасан,СКВ-01122,2019-03-13,2019-04-05,745.8,749.4,23,ЗТР-03,3732.52,4369.08,636.56,2019,3,Q1,17.1,Материалы и запчасти
ОП-2019-001122,МСТ-005,Харасан,СКВ-01122,2019-03-13,2019-04-05,745.8,749.4,23,ЗТР-09,101.77,118.47,16.7,2019,3,Q1,16.4,Прочие расходы
ОП-2019-001158,МСТ-011,Северный Харасан,СКВ-01158,2019-03-14,2019-03-25,340.9,373.4,11,ЗТР-08,385.37,444.32,58.95,2019,3,Q1,15.3,Охрана труда и ТБ
ОП-2019-001091,МСТ-001,Инкай,СКВ-01091,2019-03-15,2019-04-03,735.2,815.6,19,ЗТР-09,633.88,729.82,95.94,2019,3,Q1,15.1,Прочие расходы
ОП-2019-001165,МСТ-012,Заречное,СКВ-01165,2019-03-16,2019-04-06,760.0,708.2,21,ЗТР-04,1688.11,1975.51,287.4,2019,3,Q1,17.0,Транспорт и логистика
ОП-2019-001145,МСТ-008,Уванас,СКВ-01145,2019-03-17,2019-04-04,665.2,733.2,18,ЗТР-05,1709.56,1987.68,278.12,2019,3,Q1,16.3,Амортизация оборудования
ОП-2019-001089,МСТ-001,Инкай,СКВ-01089,2019-03-18,2019-03-31,455.4,424.3,13,ЗТР-08,175.18,204.17,28.99,2019,3,Q1,16.5,Охрана труда и ТБ
ОП-2019-001089,МСТ-001,Инкай,СКВ-01089,2019-03-18,2019-03-31,455.4,424.3,13,ЗТР-07,468.53,543.27,74.74,2019,3,Q1,16.0,Электроэнергия
ОП-2019-001121,МСТ-005,Харасан,СКВ-01121,2019-03-18,2019-04-05,767.2,806.6,18,ЗТР-06,1730.79,2016.06,285.27,2019,3,Q1,16.5,Подрядные работы
ОП-2019-001111,МСТ-003,Акдала,СКВ-01111,2019-03-18,2019-03-27,429.9,465.2,9,ЗТР-05,587.78,689.22,101.44,2019,3,Q1,17.3,Амортизация оборудования
ОП-2019-001121,МСТ-005,Харасан,СКВ-01121,2019-03-18,2019-04-05,767.2,806.6,18,ЗТР-04,1656.59,1910.97,254.38,2019,3,Q1,15.4,Транспорт и логистика
ОП-2019-001148,МСТ-008,Уванас,СКВ-01148,2019-03-19,2019-04-04,726.9,665.5,16,ЗТР-04,2014.65,2320.34,305.69,2019,3,Q1,15.2,Транспорт и логистика
ОП-2019-001148,МСТ-008,Уванас,СКВ-01148,2019-03-19,2019-04-04,726.9,665.5,16,ЗТР-06,2821.05,3270.38,449.33,2019,3,Q1,15.9,Подрядные работы
ОП-2019-001120,МСТ-004,Южный Инкай,СКВ-01120,2019-03-20,2019-04-15,806.7,836.2,26,ЗТР-07,1776.66,2075.7,299.04,2019,3,Q1,16.8,Электроэнергия
ОП-2019-001102,МСТ-003,Акдала,СКВ-01102,2019-03-20,2019-04-04,797.6,824.6,15,ЗТР-09,221.91,256.74,34.83,2019,3,Q1,15.7,Прочие расходы
ОП-2019-001093,МСТ-001,Инкай,СКВ-01093,2019-03-21,2019-04-14,809.5,797.6,24,ЗТР-03,926.39,1078.34,151.95,2019,3,Q1,16.4,Материалы и запчасти
ОП-2019-001153,МСТ-009,Ирколь,СКВ-01153,2019-03-23,2019-04-03,629.0,618.7,11,ЗТР-04,1604.43,1857.94,253.51,2019,3,Q1,15.8,Транспорт и логистика
ОП-2019-001107,МСТ-003,Акдала,СКВ-01107,2019-03-23,2019-04-17,722.1,783.8,25,ЗТР-03,2792.86,3234.75,441.89,2019,3,Q1,15.8,Материалы и запчасти
ОП-2019-001153,МСТ-009,Ирколь,СКВ-01153,2019-03-23,2019-04-03,629.0,618.7,11,ЗТР-09,437.77,510.66,72.89,2019,3,Q1,16.7,Прочие расходы
ОП-2019-001153,МСТ-009,Ирколь,СКВ-01153,2019-03-23,2019-04-03,629.0,618.7,11,ЗТР-08,443.64,513.93,70.29,2019,3,Q1,15.8,Охрана труда и ТБ
ОП-2019-001124,МСТ-005,Харасан,СКВ-01124,2019-03-23,2019-04-07,685.1,732.1,15,ЗТР-08,731.47,843.51,112.04,2019,3,Q1,15.3,Охрана труда и ТБ
ОП-2019-001096,МСТ-001,Инкай,СКВ-01096,2019-03-24,2019-04-18,814.4,823.3,25,ЗТР-02,2062.76,2404.15,341.39,2019,3,Q1,16.6,Заработная плата
ОП-2019-001142,МСТ-007,Канжуган,СКВ-01142,2019-03-24,2019-03-31,352.2,356.6,7,ЗТР-02,1825.87,2120.74,294.87,2019,3,Q1,16.1,Заработная плата
ОП-2019-001101,МСТ-002,Буденовское,СКВ-01101,2019-03-24,2019-04-02,452.0,465.3,9,ЗТР-09,274.69,322.72,48.03,2019,3,Q1,17.5,Прочие расходы
ОП-2019-001130,МСТ-006,Мынкудук,СКВ-01130,2019-03-25,2019-04-11,884.8,835.4,17,ЗТР-04,683.15,801.28,118.13,2019,3,Q1,17.3,Транспорт и логистика
ОП-2019-001110,МСТ-003,Акдала,СКВ-01110,2019-03-25,2019-04-09,730.8,763.1,15,ЗТР-05,2164.57,2490.65,326.08,2019,3,Q1,15.1,Амортизация оборудования
ОП-2019-001125,МСТ-005,Харасан,СКВ-01125,2019-03-26,2019-04-04,458.0,443.0,9,ЗТР-01,1408.85,1626.19,217.34,2019,3,Q1,15.4,ГСМ и топливо
ОП-2019-001094,МСТ-001,Инкай,СКВ-01094,2019-03-26,2019-04-06,565.6,527.2,11,ЗТР-09,106.59,124.41,17.82,2019,3,Q1,16.7,Прочие расходы
ОП-2019-001094,МСТ-001,Инкай,СКВ-01094,2019-03-26,2019-04-06,565.6,527.2,11,ЗТР-08,395.57,458.04,62.47,2019,3,Q1,15.8,Охрана труда и ТБ
ОП-2019-001094,МСТ-001,Инкай,СКВ-01094,2019-03-26,2019-04-06,565.6,527.2,11,ЗТР-04,904.43,1062.32,157.89,2019,3,Q1,17.5,Транспорт и логистика
ОП-2019-001132,МСТ-006,Мынкудук,СКВ-01132,2019-03-26,2019-04-12,758.1,770.3,17,ЗТР-07,803.4,939.38,135.98,2019,3,Q1,16.9,Электроэнергия
ОП-2019-001125,МСТ-005,Харасан,СКВ-01125,2019-03-26,2019-04-04,458.0,443.0,9,ЗТР-07,308.78,357.81,49.03,2019,3,Q1,15.9,Электроэнергия
ОП-2019-001115,МСТ-004,Южный Инкай,СКВ-01115,2019-03-26,2019-04-12,798.0,773.7,17,ЗТР-02,4155.89,4810.69,654.8,2019,3,Q1,15.8,Заработная плата
ОП-2019-001151,МСТ-009,Ирколь,СКВ-01151,2019-03-28,2019-04-15,731.5,745.2,18,ЗТР-07,395.43,461.95,66.52,2019,3,Q1,16.8,Электроэнергия
ОП-2019-001262,МСТ-012,Заречное,СКВ-01262,2019-04-01,2019-04-17,920.2,888.9,16,ЗТР-05,2405.55,2768.27,362.72,2019,4,Q2,15.1,Амортизация оборудования
ОП-2019-001258,МСТ-012,Заречное,СКВ-01258,2019-04-01,2019-04-15,738.2,771.5,14,ЗТР-07,974.1,1145.36,171.26,2019,4,Q2,17.6,Электроэнергия
ОП-2019-001217,МСТ-005,Харасан,СКВ-01217,2019-04-02,2019-04-13,517.3,470.8,11,ЗТР-05,1069.06,1248.44,179.38,2019,4,Q2,16.8,Амортизация оборудования
ОП-2019-001227,МСТ-006,Мынкудук,СКВ-01227,2019-04-02,2019-04-16,676.6,625.7,14,ЗТР-05,915.82,1061.25,145.43,2019,4,Q2,15.9,Амортизация оборудования
ОП-2019-001188,МСТ-003,Акдала,СКВ-01188,2019-04-02,2019-04-17,697.3,667.4,15,ЗТР-05,1714.97,1984.29,269.32,2019,4,Q2,15.7,Амортизация оборудования
ОП-2019-001188,МСТ-003,Акдала,СКВ-01188,2019-04-02,2019-04-17,697.3,667.4,15,ЗТР-08,143.37,166.55,23.18,2019,4,Q2,16.2,Охрана труда и ТБ
ОП-2019-001210,МСТ-005,Харасан,СКВ-01210,2019-04-02,2019-04-17,824.8,798.1,15,ЗТР-03,3111.94,3650.81,538.87,2019,4,Q2,17.3,Материалы и запчасти
ОП-2019-001207,МСТ-004,Южный Инкай,СКВ-01207,2019-04-03,2019-04-28,897.6,886.6,25,ЗТР-02,2624.15,3052.55,428.4,2019,4,Q2,16.3,Заработная плата
ОП-2019-001231,МСТ-006,Мынкудук,СКВ-01231,2019-04-04,2019-04-15,604.7,651.2,11,ЗТР-01,3036.3,3517.47,481.17,2019,4,Q2,15.8,ГСМ и топливо
ОП-2019-001205,МСТ-004,Южный Инкай,СКВ-01205,2019-04-05,2019-04-18,506.4,488.7,13,ЗТР-09,355.3,410.4,55.1,2019,4,Q2,15.5,Прочие расходы
ОП-2019-001198,МСТ-004,Южный Инкай,СКВ-01198,2019-04-05,2019-04-18,531.5,544.6,13,ЗТР-03,996.12,1150.04,153.92,2019,4,Q2,15.5,Материалы и запчасти
ОП-2019-001177,МСТ-001,Инкай,СКВ-01177,2019-04-05,2019-04-21,709.3,701.2,16,ЗТР-05,964.0,1132.95,168.95,2019,4,Q2,17.5,Амортизация оборудования
ОП-2019-001177,МСТ-001,Инкай,СКВ-01177,2019-04-05,2019-04-21,709.3,701.2,16,ЗТР-06,2325.66,2676.8,351.14,2019,4,Q2,15.1,Подрядные работы
ОП-2019-001179,МСТ-001,Инкай,СКВ-01179,2019-04-05,2019-04-22,609.0,573.7,17,ЗТР-03,2071.67,2403.07,331.4,2019,4,Q2,16.0,Материалы и запчасти
ОП-2019-001179,МСТ-001,Инкай,СКВ-01179,2019-04-05,2019-04-22,609.0,573.7,17,ЗТР-04,1068.36,1245.8,177.44,2019,4,Q2,16.6,Транспорт и логистика
ОП-2019-001257,МСТ-012,Заречное,СКВ-01257,2019-04-05,2019-04-17,527.4,484.8,12,ЗТР-03,1076.7,1259.21,182.51,2019,4,Q2,17.0,Материалы и запчасти
ОП-2019-001179,МСТ-001,Инкай,СКВ-01179,2019-04-05,2019-04-22,609.0,573.7,17,ЗТР-08,186.08,218.03,31.95,2019,4,Q2,17.2,Охрана труда и ТБ
ОП-2019-001263,МСТ-012,Заречное,СКВ-01263,2019-04-05,2019-04-21,560.4,542.7,16,ЗТР-02,2467.68,2863.77,396.09,2019,4,Q2,16.1,Заработная плата
ОП-2019-001170,МСТ-001,Инкай,СКВ-01170,2019-04-05,2019-04-17,689.3,733.3,12,ЗТР-03,3443.91,3988.82,544.91,2019,4,Q2,15.8,Материалы и запчасти
ОП-2019-001179,МСТ-001,Инкай,СКВ-01179,2019-04-05,2019-04-22,609.0,573.7,17,ЗТР-09,293.81,343.61,49.8,2019,4,Q2,16.9,Прочие расходы
ОП-2019-001233,МСТ-007,Канжуган,СКВ-01233,2019-04-07,2019-04-15,317.4,311.9,8,ЗТР-05,806.5,934.44,127.94,2019,4,Q2,15.9,Амортизация оборудования
ОП-2019-001192,МСТ-003,Акдала,СКВ-01192,2019-04-07,2019-04-16,538.7,497.7,9,ЗТР-07,280.75,324.14,43.39,2019,4,Q2,15.5,Электроэнергия
ОП-2019-001190,МСТ-003,Акдала,СКВ-01190,2019-04-07,2019-05-03,782.6,807.1,26,ЗТР-09,382.17,446.9,64.73,2019,4,Q2,16.9,Прочие расходы
ОП-2019-001206,МСТ-004,Южный Инкай,СКВ-01206,2019-04-08,2019-04-19,737.0,678.8,11,ЗТР-07,1342.61,1546.72,204.11,2019,4,Q2,15.2,Электроэнергия
ОП-2019-001206,МСТ-004,Южный Инкай,СКВ-01206,2019-04-08,2019-04-19,737.0,678.8,11,ЗТР-08,136.36,156.97,20.61,2019,4,Q2,15.1,Охрана труда и ТБ
ОП-2019-001230,МСТ-006,Мынкудук,СКВ-01230,2019-04-08,2019-04-21,873.0,819.3,13,ЗТР-09,79.69,92.39,12.7,2019,4,Q2,15.9,Прочие расходы
ОП-2019-001230,МСТ-006,Мынкудук,СКВ-01230,2019-04-08,2019-04-21,873.0,819.3,13,ЗТР-04,2680.74,3152.71,471.97,2019,4,Q2,17.6,Транспорт и логистика
ОП-2019-001166,МСТ-001,Инкай,СКВ-01166,2019-04-10,2019-04-23,653.8,662.7,13,ЗТР-04,761.51,881.37,119.86,2019,4,Q2,15.7,Транспорт и логистика
ОП-2019-001235,МСТ-008,Уванас,СКВ-01235,2019-04-10,2019-04-26,565.3,555.3,16,ЗТР-08,357.31,412.88,55.57,2019,4,Q2,15.6,Охрана труда и ТБ
ОП-2019-001235,МСТ-008,Уванас,СКВ-01235,2019-04-10,2019-04-26,565.3,555.3,16,ЗТР-01,1902.26,2210.89,308.63,2019,4,Q2,16.2,ГСМ и топливо
ОП-2019-001183,МСТ-002,Буденовское,СКВ-01183,2019-04-11,2019-04-27,524.6,545.7,16,ЗТР-03,3175.99,3680.43,504.44,2019,4,Q2,15.9,Материалы и запчасти
ОП-2019-001220,МСТ-006,Мынкудук,СКВ-01220,2019-04-12,2019-05-04,669.1,688.9,22,ЗТР-05,810.92,934.66,123.74,2019,4,Q2,15.3,Амортизация оборудования
ОП-2019-001250,МСТ-009,Ирколь,СКВ-01250,2019-04-12,2019-04-27,815.4,810.5,15,ЗТР-04,2609.45,3013.45,404.0,2019,4,Q2,15.5,Транспорт и логистика
ОП-2019-001250,МСТ-009,Ирколь,СКВ-01250,2019-04-12,2019-04-27,815.4,810.5,15,ЗТР-08,258.48,300.48,42.0,2019,4,Q2,16.2,Охрана труда и ТБ
ОП-2019-001194,МСТ-003,Акдала,СКВ-01194,2019-04-12,2019-04-26,607.3,575.7,14,ЗТР-08,299.57,350.67,51.1,2019,4,Q2,17.1,Охрана труда и ТБ
ОП-2019-001204,МСТ-004,Южный Инкай,СКВ-01204,2019-04-12,2019-04-21,480.8,469.8,9,ЗТР-03,1787.76,2078.66,290.9,2019,4,Q2,16.3,Материалы и запчасти
ОП-2019-001173,МСТ-001,Инкай,СКВ-01173,2019-04-13,2019-05-07,790.7,728.7,24,ЗТР-04,969.51,1130.32,160.81,2019,4,Q2,16.6,Транспорт и логистика
ОП-2019-001173,МСТ-001,Инкай,СКВ-01173,2019-04-13,2019-05-07,790.7,728.7,24,ЗТР-01,2081.45,2414.11,332.66,2019,4,Q2,16.0,ГСМ и топливо
ОП-2019-001173,МСТ-001,Инкай,СКВ-01173,2019-04-13,2019-05-07,790.7,728.7,24,ЗТР-03,1272.66,1495.44,222.78,2019,4,Q2,17.5,Материалы и запчасти
ОП-2019-001224,МСТ-006,Мынкудук,СКВ-01224,2019-04-14,2019-04-23,464.2,515.3,9,ЗТР-02,1645.63,1904.89,259.26,2019,4,Q2,15.8,Заработная плата
ОП-2019-001171,МСТ-001,Инкай,СКВ-01171,2019-04-14,2019-04-27,460.2,464.4,13,ЗТР-06,1807.53,2121.73,314.2,2019,4,Q2,17.4,Подрядные работы
ОП-2019-001193,МСТ-003,Акдала,СКВ-01193,2019-04-14,2019-04-25,567.8,578.9,11,ЗТР-08,272.65,314.42,41.77,2019,4,Q2,15.3,Охрана труда и ТБ
ОП-2019-001175,МСТ-001,Инкай,СКВ-01175,2019-04-15,2019-04-26,729.7,676.1,11,ЗТР-02,4498.55,5200.36,701.81,2019,4,Q2,15.6,Заработная плата
ОП-2019-001175,МСТ-001,Инкай,СКВ-01175,2019-04-15,2019-04-26,729.7,676.1,11,ЗТР-04,2274.17,2643.52,369.35,2019,4,Q2,16.2,Транспорт и логистика
ОП-2019-001212,МСТ-005,Харасан,СКВ-01212,2019-04-15,2019-04-27,472.1,470.0,12,ЗТР-07,456.82,535.54,78.72,2019,4,Q2,17.2,Электроэнергия
ОП-2019-001239,МСТ-008,Уванас,СКВ-01239,2019-04-16,2019-05-10,691.7,747.7,24,ЗТР-01,1517.77,1779.64,261.87,2019,4,Q2,17.3,ГСМ и топливо
ОП-2019-001239,МСТ-008,Уванас,СКВ-01239,2019-04-16,2019-05-10,691.7,747.7,24,ЗТР-05,1863.34,2149.36,286.02,2019,4,Q2,15.3,Амортизация оборудования
ОП-2019-001239,МСТ-008,Уванас,СКВ-01239,2019-04-16,2019-05-10,691.7,747.7,24,ЗТР-07,325.65,381.21,55.56,2019,4,Q2,17.1,Электроэнергия
ОП-2019-001211,МСТ-005,Харасан,СКВ-01211,2019-04-17,2019-05-07,731.1,696.3,20,ЗТР-07,511.19,600.4,89.21,2019,4,Q2,17.5,Электроэнергия
ОП-2019-001215,МСТ-005,Харасан,СКВ-01215,2019-04-17,2019-04-27,443.4,457.6,10,ЗТР-06,1817.02,2116.41,299.39,2019,4,Q2,16.5,Подрядные работы
ОП-2019-001202,МСТ-004,Южный Инкай,СКВ-01202,2019-04-17,2019-04-30,691.9,698.9,13,ЗТР-08,563.69,657.62,93.93,2019,4,Q2,16.7,Охрана труда и ТБ
ОП-2019-001202,МСТ-004,Южный Инкай,СКВ-01202,2019-04-17,2019-04-30,691.9,698.9,13,ЗТР-07,1340.45,1564.94,224.49,2019,4,Q2,16.7,Электроэнергия
ОП-2019-001216,МСТ-005,Харасан,СКВ-01216,2019-04-17,2019-05-03,852.4,826.2,16,ЗТР-09,240.52,280.02,39.5,2019,4,Q2,16.4,Прочие расходы
ОП-2019-001203,МСТ-004,Южный Инкай,СКВ-01203,2019-04-18,2019-04-30,693.1,686.1,12,ЗТР-04,1710.67,1988.42,277.75,2019,4,Q2,16.2,Транспорт и логистика
