номер_скважины,наименование_месторождения,глубина_факт_м,год,total_plan,total_fact,cost_per_meter,variance_pct,is_anomaly
СКВ-01999,Ирколь,801.4,2020,23210.31,24928.809999999998,31.11,7.4,False
СКВ-02000,Ирколь,492.0,2020,16135.48,16347.95,33.23,1.3,False
СКВ-02001,Ирколь,405.4,2020,11721.04,12658.7,31.23,8.0,False
СКВ-02002,Ирколь,658.6,2020,22001.13,22350.629999999997,33.94,1.6,False
СКВ-02003,Ирколь,616.7,2020,25726.32,26193.579999999998,42.47,1.8,False
СКВ-02004,Ирколь,708.3,2020,21615.25,23273.34,32.86,7.7,False
СКВ-02005,Ирколь,674.4,2020,21534.559999999998,23488.649999999998,34.83,9.1,False
СКВ-02006,Северный Харасан,571.9,2020,16108.19,16353.45,28.59,1.5,False
СКВ-02007,Северный Харасан,281.5,2020,9941.83,10499.550000000001,37.3,5.6,False
СКВ-02008,Заречное,602.8,2020,23105.170000000002,24523.15,40.68,6.1,False
СКВ-02009,Заречное,544.1,2020,13920.17,14576.310000000001,26.79,4.7,False
СКВ-02010,Заречное,792.4,2020,40081.1,41139.38,51.92,2.6,False
СКВ-02011,Заречное,508.6,2020,19027.28,20094.78,39.51,5.6,False
СКВ-02012,Заречное,829.2,2020,32351.56,33656.36,40.59,4.0,False
СКВ-02013,Заречное,633.8,2020,20703.68,21271.92,33.56,2.7,False
СКВ-02014,Заречное,815.7,2020,31106.24,32579.01,39.94,4.7,False
СКВ-02015,Заречное,756.8,2020,26374.81,28173.07,37.23,6.8,False
СКВ-02016,Заречное,729.0,2020,21918.07,23223.13,31.86,6.0,False
СКВ-02017,Инкай,789.2,2020,25120.329999999998,25886.9,32.8,3.1,False
СКВ-02018,Инкай,446.5,2020,14070.46,15028.28,33.66,6.8,False
СКВ-02019,Инкай,688.4,2020,20728.42,21480.28,31.2,3.6,False
СКВ-02020,Инкай,891.2,2020,28968.89,30751.95,34.51,6.2,False
СКВ-02021,Инкай,757.6,2020,27322.21,28629.92,37.79,4.8,False
СКВ-02022,Инкай,514.1,2020,16250.23,16342.279999999999,31.79,0.6,False
СКВ-02023,Инкай,485.7,2020,19823.09,20495.36,42.2,3.4,False
СКВ-02024,Инкай,540.6,2020,14713.83,15688.079999999998,29.02,6.6,False
СКВ-02025,Инкай,885.6,2020,28890.35,30970.69,34.97,7.2,False
СКВ-02026,Буденовское,291.8,2020,7713.57,8292.9,28.42,7.5,False
СКВ-02027,Буденовское,217.6,2020,7206.84,7376.69,33.9,2.4,False
СКВ-02028,Буденовское,520.2,2020,17830.24,19199.100000000002,36.91,7.7,False
СКВ-02029,Буденовское,272.0,2020,10018.8,10393.83,38.21,3.7,False
СКВ-02030,Акдала,672.6,2020,17449.43,18309.18,27.22,4.9,False
СКВ-02031,Акдала,535.2,2020,14172.830000000002,14964.07,27.96,5.6,False
СКВ-02032,Акдала,660.7,2020,24037.12,25022.72,37.87,4.1,False
СКВ-02033,Акдала,487.1,2020,13853.65,14428.52,29.62,4.1,False
СКВ-02034,Акдала,676.9,2020,27877.29,28944.54,42.76,3.8,False
СКВ-02035,Акдала,893.3,2020,41658.08,46146.979999999996,51.66,10.8,False
СКВ-02036,Акдала,628.5,2020,16314.17,17445.59,27.76,6.9,False
СКВ-02037,Акдала,718.0,2020,27626.99,28110.38,39.15,1.7,False
СКВ-02038,Акдала,412.0,2020,8375.19,9385.36,22.78,12.1,False
СКВ-02039,Акдала,685.3,2020,23890.030000000002,23872.84,34.84,-0.1,False
СКВ-02040,Южный Инкай,642.3,2020,17136.43,17761.52,27.65,3.6,False
СКВ-02041,Южный Инкай,472.3,2020,11298.59,12173.54,25.78,7.7,False
СКВ-02042,Южный Инкай,810.7,2020,26041.89,26689.91,32.92,2.5,False
СКВ-02043,Южный Инкай,871.9,2020,22460.07,22709.8,26.05,1.1,False
СКВ-02044,Южный Инкай,828.9,2020,25730.92,26425.2,31.88,2.7,False
СКВ-02045,Южный Инкай,674.5,2020,19014.21,20325.99,30.13,6.9,False
СКВ-02046,Южный Инкай,478.0,2020,12065.22,12497.69,26.15,3.6,False
СКВ-02047,Южный Инкай,724.6,2020,18694.71,19656.83,27.13,5.1,False
СКВ-02048,Харасан,424.5,2020,10513.73,11032.57,25.99,4.9,False
СКВ-02049,Харасан,798.1,2020,27329.7,28390.15,35.57,3.9,False
СКВ-02050,Харасан,402.2,2020,10550.38,10797.07,26.85,2.3,False
СКВ-02051,Харасан,855.3,2020,22887.73,24883.04,29.09,8.7,False
СКВ-02052,Харасан,723.0,2020,19211.05,19760.11,27.33,2.9,False
СКВ-02053,Харасан,894.1,2020,22987.829999999998,24625.64,27.54,7.1,False
СКВ-02054,Харасан,894.9,2020,26739.96,29227.899999999998,32.66,9.3,False
СКВ-02055,Мынкудук,652.7,2020,22021.38,23491.08,35.99,6.7,False
СКВ-02056,Мынкудук,642.1,2020,18907.45,19952.56,31.07,5.5,False
СКВ-02057,Мынкудук,661.1,2020,20289.0,21033.15,31.82,3.7,False
СКВ-02058,Мынкудук,667.1,2020,17804.56,19287.51,28.91,8.3,False
СКВ-02059,Мынкудук,725.0,2020,25067.72,25760.870000000003,35.53,2.8,False
СКВ-02060,Мынкудук,648.2,2020,15831.77,16818.989999999998,25.95,6.2,False
СКВ-02061,Мынкудук,522.7,2020,16924.86,17555.96,33.59,3.7,False
СКВ-02062,Мынкудук,432.6,2020,11710.73,12067.97,27.9,3.1,False
СКВ-02063,Мынкудук,756.9,2020,17409.21,18227.85,24.08,4.7,False
СКВ-02064,Мынкудук,737.7,2020,31400.55,32195.41,43.64,2.5,False
СКВ-02065,Мынкудук,613.9,2020,15591.36,16289.68,26.53,4.5,False
СКВ-02066,Мынкудук,754.7,2020,27930.87,28608.379999999997,37.91,2.4,False
СКВ-02067,Мынкудук,462.1,2020,15276.130000000001,15692.34,33.96,2.7,False
СКВ-02068,Мынкудук,649.6,2020,12447.09,13037.22,20.07,4.7,False
СКВ-02069,Канжуган,385.3,2020,9806.05,10479.2,27.2,6.9,False
СКВ-02070,Канжуган,453.7,2020,17318.260000000002,18086.56,39.86,4.4,False
СКВ-02071,Канжуган,444.5,2020,13927.16,14259.02,32.08,2.4,False
СКВ-02072,Канжуган,201.9,2020,4035.26,4295.68,21.28,6.5,False
СКВ-02073,Канжуган,387.5,2020,20603.1,21276.17,54.91,3.3,False
СКВ-02074,Уванас,745.0,2020,20439.92,21659.89,29.07,6.0,False
СКВ-02075,Уванас,845.4,2020,23836.08,25559.04,30.23,7.2,False
СКВ-02076,Уванас,716.3,2020,27632.31,29439.69,41.1,6.5,False
СКВ-02077,Уванас,448.3,2020,10833.89,11592.83,25.86,7.0,False
СКВ-02078,Уванас,450.6,2020,12476.14,12580.859999999999,27.92,0.8,False
СКВ-02079,Уванас,707.4,2020,22461.27,23716.260000000002,33.53,5.6,False
СКВ-02080,Ирколь,880.8,2020,24189.03,26238.739999999998,29.79,8.5,False
СКВ-02081,Ирколь,792.7,2020,21313.1,23380.52,29.49,9.7,False
СКВ-02082,Ирколь,873.1,2020,22746.399999999998,23776.269999999997,27.23,4.5,False
СКВ-02083,Ирколь,706.6,2020,15276.52,16722.42,23.67,9.5,False
СКВ-02084,Ирколь,511.3,2020,13884.49,14841.56,29.03,6.9,False
СКВ-02085,Ирколь,882.4,2020,18541.72,19598.3,22.21,5.7,False
СКВ-02086,Ирколь,782.9,2020,20645.22,22273.89,28.45,7.9,False
СКВ-02087,Северный Харасан,347.1,2020,10354.26,11244.449999999999,32.4,8.6,False
СКВ-02088,Северный Харасан,482.7,2020,18062.15,19159.56,39.69,6.1,False
СКВ-02089,Северный Харасан,588.9,2020,15948.91,16546.57,28.1,3.7,False
СКВ-02090,Заречное,552.7,2020,16785.36,17344.69,31.38,3.3,False
СКВ-02091,Заречное,660.4,2020,18190.23,19897.89,30.13,9.4,False
СКВ-02092,Заречное,732.0,2020,20111.510000000002,21527.88,29.41,7.0,False
СКВ-02093,Заречное,593.6,2020,17801.46,18943.4,31.91,6.4,False
СКВ-02094,Заречное,725.3,2020,20798.29,21865.38,30.15,5.1,False
СКВ-02095,Заречное,731.7,2020,16921.2,17941.920000000002,24.52,6.0,False
СКВ-02096,Заречное,845.2,2020,19690.41,20198.31,23.9,2.6,False
СКВ-02097,Заречное,420.5,2020,12392.3,13096.9,31.15,5.7,False
СКВ-02098,Заречное,597.2,2020,21047.72,22304.79,37.35,6.0,False
СКВ-02099,Инкай,780.3,2020,20275.21,21235.45,27.21,4.7,False
СКВ-02100,Инкай,633.9,2020,21509.11,21734.25,34.29,1.0,False
СКВ-02101,Инкай,403.2,2020,10305.01,10927.74,27.1,6.0,False
СКВ-02102,Инкай,746.7,2020,22433.36,23238.61,31.12,3.6,False
СКВ-02103,Инкай,466.9,2020,11414.06,12145.48,26.01,6.4,False
СКВ-02104,Инкай,514.9,2020,14076.7,14686.15,28.52,4.3,False
СКВ-02105,Инкай,719.5,2020,16923.22,17908.21,24.89,5.8,False
СКВ-02106,Буденовское,223.5,2020,7885.99,8448.65,37.8,7.1,False
СКВ-02107,Буденовское,339.8,2020,12807.75,13559.03,39.9,5.9,False
СКВ-02108,Буденовское,230.1,2020,7680.9400000000005,8027.42,34.89,4.5,False
СКВ-02109,Буденовское,458.2,2020,16864.260000000002,17716.81,38.67,5.1,False
СКВ-02110,Буденовское,232.6,2020,6592.83,7005.01,30.12,6.3,False
СКВ-02111,Акдала,468.0,2020,14751.11,15220.34,32.52,3.2,False
СКВ-02112,Акдала,545.5,2020,12988.42,13283.76,24.35,2.3,False
СКВ-02113,Акдала,478.1,2020,16306.869999999999,16594.52,34.71,1.8,False
СКВ-02114,Акдала,525.7,2020,16521.58,16687.88,31.74,1.0,False
СКВ-02115,Акдала,413.8,2020,11463.24,11999.42,29.0,4.7,False
СКВ-02116,Акдала,648.7,2020,20983.33,21779.93,33.57,3.8,False
СКВ-02117,Южный Инкай,604.2,2020,28107.06,28373.68,46.96,0.9,False
СКВ-02118,Южный Инкай,453.5,2020,10393.32,11158.42,24.61,7.4,False
СКВ-02119,Южный Инкай,537.8,2020,11781.89,12638.27,23.5,7.3,False
СКВ-02120,Южный Инкай,701.1,2020,23652.14,24615.13,35.11,4.1,False
СКВ-02121,Южный Инкай,822.0,2020,26037.53,26760.21,32.56,2.8,False
СКВ-02122,Южный Инкай,851.9,2020,27701.59,28260.32,33.17,2.0,False
СКВ-02123,Харасан,876.3,2020,22443.28,23809.12,27.17,6.1,False
СКВ-02124,Харасан,544.5,2020,13980.83,14457.470000000001,26.55,3.4,False
СКВ-02125,Харасан,588.6,2020,20352.22,20770.86,35.29,2.1,False
СКВ-02126,Харасан,640.8,2020,19247.54,20255.74,31.61,5.2,False
СКВ-02127,Харасан,895.8,2020,28218.71,31225.78,34.86,10.7,False
СКВ-02128,Харасан,866.4,2020,22168.21,23892.809999999998,27.58,7.8,False
СКВ-02129,Мынкудук,451.7,2020,8978.49,9788.32,21.67,9.0,False
СКВ-02130,Мынкудук,619.7,2020,14582.21,15789.97,25.48,8.3,False
СКВ-02131,Мынкудук,594.3,2020,16128.83,16482.82,27.73,2.2,False
СКВ-02132,Мынкудук,562.4,2020,16934.61,17682.96,31.44,4.4,False
СКВ-02133,Мынкудук,688.5,2020,20636.38,20808.16,30.22,0.8,False
СКВ-02134,Мынкудук,652.9,2020,20257.4,21886.99,33.52,8.0,False
СКВ-02135,Мынкудук,684.8,2020,16144.6,17068.079999999998,24.92,5.7,False
СКВ-02136,Мынкудук,634.1,2020,19057.16,20465.45,32.27,7.4,False
СКВ-02137,Мынкудук,890.5,2020,22956.43,24337.079999999998,27.33,6.0,False
СКВ-02138,Канжуган,374.0,2020,10358.79,10904.97,29.16,5.3,False
СКВ-02139,Канжуган,214.5,2020,8527.52,8938.65,41.67,4.8,False
СКВ-02140,Канжуган,558.4,2020,18066.65,19689.89,35.26,9.0,False
СКВ-02141,Уванас,419.5,2020,10043.89,10799.21,25.74,7.5,False
СКВ-02142,Уванас,592.7,2020,18512.48,19373.27,32.69,4.6,False
СКВ-02143,Уванас,453.7,2020,13261.68,14270.59,31.45,7.6,False
СКВ-02144,Ирколь,711.1,2020,20052.22,21393.03,30.08,6.7,False
СКВ-02145,Ирколь,595.3,2020,12547.48,13126.32,22.05,4.6,False
СКВ-02146,Ирколь,786.2,2020,29271.75,31116.61,39.58,6.3,False
СКВ-02147,Ирколь,416.9,2020,15918.74,16266.93,39.02,2.2,False
СКВ-02148,Северный Харасан,558.3,2020,15786.3,16481.68,29.52,4.4,False
СКВ-02149,Северный Харасан,569.4,2020,20245.79,20928.690000000002,36.76,3.4,False
СКВ-02150,Северный Харасан,284.5,2020,9479.65,10049.69,35.32,6.0,False
СКВ-02151,Заречное,710.5,2020,17030.190000000002,17771.2,25.01,4.4,False
СКВ-02152,Заречное,439.1,2020,14286.28,15285.039999999999,34.81,7.0,False
СКВ-02153,Заречное,563.2,2020,13366.85,13680.029999999999,24.29,2.3,False
СКВ-02154,Заречное,895.8,2020,18476.64,20082.239999999998,22.42,8.7,False
СКВ-02155,Заречное,591.1,2020,18564.86,20072.010000000002,33.96,8.1,False
СКВ-02156,Заречное,434.2,2020,11010.93,11566.08,26.64,5.0,False
